Unnamed: 0,Код,Търговски обект,Наименование на продукта,Код на продукта,Категория,Цена,Цена в промоция,store,updated_at,"ï»¿""ÐÐ°ÑÐµÐ»ÐµÐ½Ð¾ Ð¼ÑÑÑÐ¾""",Ð¢ÑÑÐ³Ð¾Ð²ÑÐºÐ¸ Ð¾Ð±ÐµÐºÑ,ÐÐ°Ð¸Ð¼ÐµÐ½Ð¾Ð²Ð°Ð½Ð¸Ðµ Ð½Ð° Ð¿ÑÐ¾Ð´ÑÐºÑÐ°,ÐÐ¾Ð´ Ð½Ð° Ð¿ÑÐ¾Ð´ÑÐºÑÐ°,ÐÐ°ÑÐµÐ³Ð¾ÑÐ¸Ñ,Ð¦ÐµÐ½Ð° Ð½Ð° Ð´ÑÐµÐ±Ð½Ð¾,Ð¦ÐµÐ½Ð° Ð² Ð¿ÑÐ¾Ð¼Ð¾ÑÐ¸Ñ
,68134.0,197 - София/бул. Васил Левски 152,"Био пюре телешко, ориз и зеленчуци ",138003.0,64.0,1.41,,Lidl,2026-09-24,,,,,,,
,68134.0,197 - София/бул. Васил Левски 152,Обикновени бисквити,6900331.0,66.0,1.12,0.89,Lidl,2026-09-24,,,,,,,
,68134.0,197 - София/бул. Васил Левски 152,"Картофи, четкани на кг",83155.0,61.0,0.81,0.79,Lidl,2026-09-24,,,,,,,
,68134.0,197 - София/бул. Васил Левски 152,Madzharov Кашкавал Витоша БДС,7206941.0,11.0,7.15,,Lidl,2026-09-24,,,,,,,
,68134.0,197 - София/бул. Васил Левски 152,Яйца 10 бр. L от под отгл селен,7205873.0,32.0,2.95,,Lidl,2026-09-24,,,,,,,
,68134.0,197 - София/бул. Васил Левски 152,"Гулаш от свински бут, ок.750г-атм. ",7206824.0,19.0,7.66,,Lidl,2026-09-24,,,,,,,
,68134.0,197 - София/бул. Васил Левски 152,Говежди колбас в естествено черво,7204669.0,27.0,8.69,,Lidl,2026-09-24,,,,,,,
,68134.0,197 - София/бул. Васил Левски 152,"P.Gusto Пълн.спагети,твърда пшеница",7209638.0,36.0,1.17,,Lidl,2026-09-24,,,,,,,
,68134.0,197 - София/бул. Васил Левски 152,Бекон SK2,5300489.0,27.0,2.29,,Lidl,2026-09-24,,,,,,,
,68134.0,197 - София/бул. Васил Левски 152,Boni Шпек сандвич,7204575.0,28.0,4.49,,Lidl,2026-09-24,,,,,,,
,68134.0,197 - София/бул. Васил Левски 152,Винен оцет 6%,7208573.0,44.0,0.76,,Lidl,2026-09-24,,,,,,,
,68134.0,197 - София/бул. Васил Левски 152,Алпийска шунка,10237.0,27.0,15.33,,Lidl,2026-09-24,,,,,,,
,68134.0,197 - София/бул. Васил Левски 152,Primo Gusto Пълнозърнести фусили,7209637.0,36.0,1.17,,Lidl,2026-09-24,,,,,,,
,68134.0,197 - София/бул. Васил Левски 152,"Био пюре с пуешко, картофи и зелен",138008.0,64.0,1.25,,Lidl,2026-09-24,,,,,,,
,68134.0,197 - София/бул. Васил Левски 152,Кашкавал от краве мляко,1879.0,11.0,5.11,4.29,Lidl,2026-09-24,,,,,,,
,68134.0,197 - София/бул. Васил Левски 152,"Прясно пилешко бутче ок. 0,660 кг",1515.0,17.0,2.89,,Lidl,2026-09-24,,,,,,,
,68134.0,197 - София/бул. Васил Левски 152,"Pampers Мокри кърпи,Fr. Cl.4x80 бр.",1016497.0,84.0,4.59,,Lidl,2026-09-24,,,,,,,
,68134.0,197 - София/бул. Васил Левски 152,Мини виенски наденички SK1,96538.0,27.0,3.06,,Lidl,2026-09-24,,,,,,,
,68134.0,197 - София/бул. Васил Левски 152,Polinna Kaшкавал от краве мляко,7209108.0,11.0,5.11,,Lidl,2026-09-24,,,,,,,
,68134.0,197 - София/бул. Васил Левски 152,Slavyantsi Сунгурларска грозд.ракия,7202878.0,77.0,9.72,,Lidl,2026-09-24,,,,,,,
,68134.0,197 - София/бул. Васил Левски 152,ColgateПастаЗаЗъбTripleAction 2x125,7209370.0,81.0,3.16,,Lidl,2026-09-24,,,,,,,
,68134.0,197 - София/бул. Васил Левски 152,Бял боб голям консерва (ОНТ 240g),28941.0,46.0,0.84,,Lidl,2026-09-24,,,,,,,
,68134.0,197 - София/бул. Васил Левски 152,"Пушено свинско филе, ок. 600-750г",18951.0,27.0,12.27,,Lidl,2026-09-24,,,,,,,
,68134.0,197 - София/бул. Васил Левски 152,Sensodyne Паста з.зъби CLIN.WHITE ,7209165.0,81.0,7.15,,Lidl,2026-09-24,,,,,,,
,68134.0,197 - София/бул. Васил Левски 152,"Извара 4,2% ",2564.0,14.0,1.53,,Lidl,2026-09-24,,,,,,,
,68134.0,197 - София/бул. Васил Левски 152,Illy Classico Мляно кафе,7207719.0,70.0,8.19,,Lidl,2026-09-24,,,,,,,
,68134.0,197 - София/бул. Васил Левски 152,Eko Mes Промо пакет XXL,7208342.0,28.0,7.66,,Lidl,2026-09-24,,,,,,,
,68134.0,197 - София/бул. Васил Левски 152,Ориз Басмати 1 kg,136419.0,35.0,2.99,,Lidl,2026-09-24,,,,,,,
,68134.0,197 - София/бул. Васил Левски 152,Луканков салам нарязан XXL,7208676.0,28.0,3.42,,Lidl,2026-09-24,,,,,,,
,68134.0,197 - София/бул. Васил Левски 152,Roden Kray Бисквити ,7208015.0,66.0,1.02,,Lidl,2026-09-24,,,,,,,
,68134.0,197 - София/бул. Васил Левски 152,"Червено сухо вино Мавруд & Мерло,BG",7206209.0,76.0,3.06,,Lidl,2026-09-24,,,,,,,
,68134.0,197 - София/бул. Васил Левски 152,Лютеница едромляна,7205594.0,49.0,3.99,,Lidl,2026-09-24,,,,,,,
,68134.0,197 - София/бул. Васил Левски 152,Sensodyne Паста за зъби с флуорид,2702.0,81.0,3.5,,Lidl,2026-09-24,,,,,,,
,68134.0,197 - София/бул. Васил Левски 152,Био нарязани домати 6 Brix(ОНТ 240),133303.0,48.0,1.09,,Lidl,2026-09-24,,,,,,,
,68134.0,197 - София/бул. Васил Левски 152,"Lactima Balkan Кисело мляко 3,6%",7203042.0,7.0,0.65,,Lidl,2026-09-24,,,,,,,
,68134.0,197 - София/бул. Васил Левски 152,"Билков чай, 50г",7207550.0,72.0,1.32,,Lidl,2026-09-24,,,,,,,
,68134.0,197 - София/бул. Васил Левски 152,"Пресни яйца разм.L,подово отглежд",7209005.0,32.0,2.69,,Lidl,2026-09-24,,,,,,,
,68134.0,197 - София/бул. Васил Левски 152,Лютеница фино смляна,1292.0,49.0,2.55,,Lidl,2026-09-24,,,,,,,
,68134.0,197 - София/бул. Васил Левски 152,Крем сапун цветни аромати SK1,5568858.0,83.0,0.88,,Lidl,2026-09-24,,,,,,,
,68134.0,197 - София/бул. Васил Левски 152,ROSO Прясно пилешко филе,7208191.0,16.0,11.57,,Lidl,2026-09-24,,,,,,,
,68134.0,197 - София/бул. Васил Левски 152,Dunhill FC Blonde Цигари 99mm,7202428.0,78.0,3.99,,Lidl,2026-09-24,,,,,,,
,68134.0,197 - София/бул. Васил Левски 152,Пилешко филе от царевично пиле,6802425.0,16.0,8.69,,Lidl,2026-09-24,,,,,,,
,68134.0,197 - София/бул. Васил Левски 152,Woopies Бебешки влажни кърпи 10 бр,7209776.0,84.0,0.89,,Lidl,2026-09-24,,,,,,,
,68134.0,197 - София/бул. Васил Левски 152,Кроасан с кренвирш,97504.0,67.0,0.92,,Lidl,2026-09-24,,,,,,,
,68134.0,197 - София/бул. Васил Левски 152,"Madzharov Краве сирене ЗНП, 800г",7200456.0,9.0,6.99,,Lidl,2026-09-24,,,,,,,
,68134.0,197 - София/бул. Васил Левски 152,Lavazza Qualita Oro Мляно кафе,7201990.0,70.0,9.4,,Lidl,2026-09-24,,,,,,,
,68134.0,197 - София/бул. Васил Левски 152,Паста във форма на букви,90057.0,36.0,0.99,,Lidl,2026-09-24,,,,,,,
,68134.0,197 - София/бул. Васил Левски 152,Салам с провансалски подправки,5615417.0,28.0,3.29,,Lidl,2026-09-24,,,,,,,
,68134.0,197 - София/бул. Васил Левски 152,Aptamil Адаптирано мляко 2 (6-12м),3000.0,65.0,21.37,,Lidl,2026-09-24,,,,,,,
,68134.0,197 - София/бул. Васил Левски 152,Луканков салам,11521.0,28.0,6.89,,Lidl,2026-09-24,,,,,,,
,68134.0,197 - София/бул. Васил Левски 152,Сьомгова пъстърва,7207507.0,30.0,7.99,,Lidl,2026-09-24,,,,,,,
,68134.0,197 - София/бул. Васил Левски 152,Agiva Homey Универсални мокри кърпи,7209027.0,84.0,2.45,,Lidl,2026-09-24,,,,,,,
,68134.0,197 - София/бул. Васил Левски 152,Точени кори,1118.0,5.0,1.39,,Lidl,2026-09-24,,,,,,,
,68134.0,197 - София/бул. Васил Левски 152,"Свинска плешка без кост, цяло парче",7204748.0,18.0,3.25,,Lidl,2026-09-24,,,,,,,
,68134.0,197 - София/бул. Васил Левски 152,Корнишони на кг,82215.0,58.0,1.99,,Lidl,2026-09-24,,,,,,,
,68134.0,197 - София/бул. Васил Левски 152,Прясно цяло пиле XXL с 2 бутчета,7203334.0,15.0,2.49,,Lidl,2026-09-24,,,,,,,
,68134.0,197 - София/бул. Васил Левски 152,Мерло & Малбек,7209778.0,76.0,7.99,,Lidl,2026-09-24,,,,,,,
,68134.0,197 - София/бул. Васил Левски 152,Био Ябълков оцет 5%,7206097.0,45.0,1.99,,Lidl,2026-09-24,,,,,,,
,68134.0,197 - София/бул. Васил Левски 152,Ориз Басмати дългозърнест 1 kg,223302.0,35.0,3.49,,Lidl,2026-09-24,,,,,,,
,68134.0,197 - София/бул. Васил Левски 152,Чай с джинджифил СК2,7505446.0,72.0,1.29,,Lidl,2026-09-24,,,,,,,
,68134.0,197 - София/бул. Васил Левски 152,Kaba Gayda Мускат&Шардоне&Димя,7206560.0,75.0,2.49,,Lidl,2026-09-24,,,,,,,
,68134.0,197 - София/бул. Васил Левски 152,"Бекон, варено-пушен крайни парчета",7205400.0,27.0,6.64,,Lidl,2026-09-24,,,,,,,
,68134.0,197 - София/бул. Васил Левски 152,Play Time Влажни кърпи с капак,7204132.0,84.0,1.53,,Lidl,2026-09-24,,,,,,,
,68134.0,197 - София/бул. Васил Левски 152,Gimoka Кафе на зърна Гран Бар,2208.0,71.0,10.73,,Lidl,2026-09-24,,,,,,,
,68134.0,197 - София/бул. Васил Левски 152,Краве сирене от собствената ферма,7207367.0,9.0,4.6,,Lidl,2026-09-24,,,,,,,
,68134.0,197 - София/бул. Васил Левски 152,"Кашкавал от кр. мляко, собств.ферма",7204383.0,11.0,6.64,,Lidl,2026-09-24,,,,,,,
,68134.0,197 - София/бул. Васил Левски 152,Milki Dream Краве масло 82% масл,7208802.0,12.0,2.3,,Lidl,2026-09-24,,,,,,,
,68134.0,197 - София/бул. Васил Левски 152,Градински грах (ОНТ 265g),29072.0,47.0,0.86,,Lidl,2026-09-24,,,,,,,
,68134.0,197 - София/бул. Васил Левски 152,Нарязани домати (OHT 240 г),29239.0,48.0,0.86,,Lidl,2026-09-24,,,,,,,
,68134.0,197 - София/бул. Васил Левски 152,Промопакет Пан.луканка и филе Елена,7208994.0,28.0,5.62,,Lidl,2026-09-24,,,,,,,
,68134.0,197 - София/бул. Васил Левски 152,7Days Double какао-ванилия,3375.0,67.0,0.81,,Lidl,2026-09-24,,,,,,,
,68134.0,197 - София/бул. Васил Левски 152,Krina Ориз Перлен,7202476.0,35.0,2.5,,Lidl,2026-09-24,,,,,,,
,68134.0,197 - София/бул. Васил Левски 152,Лаврак,6211934.0,30.0,11.75,,Lidl,2026-09-24,,,,,,,
,68134.0,197 - София/бул. Васил Левски 152,Многозърнест кроасан,129611.0,67.0,0.49,,Lidl,2026-09-24,,,,,,,
,68134.0,197 - София/бул. Васил Левски 152,Влажни кърпички 72бр,8300318.0,84.0,0.79,,Lidl,2026-09-24,,,,,,,
,68134.0,197 - София/бул. Васил Левски 152,Био Пюре спагети болонезе без сол,138009.0,64.0,1.25,,Lidl,2026-09-24,,,,,,,
,68134.0,197 - София/бул. Васил Левски 152,Vereya Кашкавал от краве мляко,7201321.0,11.0,6.98,,Lidl,2026-09-24,,,,,,,
,68134.0,197 - София/бул. Васил Левски 152,Mlechen шоколад,3180.0,69.0,1.22,,Lidl,2026-09-24,,,,,,,
,68134.0,197 - София/бул. Васил Левски 152,Зелен грах екстра фин (ОНТ 445g),195045.0,47.0,1.63,,Lidl,2026-09-24,,,,,,,
,68134.0,197 - София/бул. Васил Левски 152,Био пюре с макарони и зеленчуци ,138005.0,64.0,1.41,,Lidl,2026-09-24,,,,,,,
,68134.0,197 - София/бул. Васил Левски 152,Тоалетна хартия 8бр,1485.0,85.0,3.06,,Lidl,2026-09-24,,,,,,,
,68134.0,197 - София/бул. Васил Левски 152,Ludogorsko pile Прясно цяло пиле,7200471.0,15.0,4.09,,Lidl,2026-09-24,,,,,,,
,68134.0,197 - София/бул. Васил Левски 152,Краставици на кг,82230.0,58.0,2.19,1.11,Lidl,2026-09-24,,,,,,,
,68134.0,197 - София/бул. Васил Левски 152,Krina Бял боб със зеленч.(ОНТ 400g),7208922.0,46.0,1.38,,Lidl,2026-09-24,,,,,,,
,68134.0,197 - София/бул. Васил Левски 152,Deroni Домашна едросмляна лютеница,7203267.0,49.0,2.55,,Lidl,2026-09-24,,,,,,,
,68134.0,197 - София/бул. Васил Левски 152,Свинска плешка,132525.0,18.0,2.75,,Lidl,2026-09-24,,,,,,,
,68134.0,197 - София/бул. Васил Левски 152,Златна жетва Типов хляб нарязан,7209475.0,4.0,0.75,,Lidl,2026-09-24,,,,,,,
,68134.0,197 - София/бул. Васил Левски 152,"Velingrad Минерална вода 1,5l",7204307.0,73.0,0.59,,Lidl,2026-09-24,,,,,,,
,68134.0,197 - София/бул. Васил Левски 152,"Four Firends Шардоне&Совин.блан, BG",7204434.0,75.0,6.13,,Lidl,2026-09-24,,,,,,,
,68134.0,197 - София/бул. Васил Левски 152,Colgate Четка за зъби Total F.Clean,7209873.0,80.0,3.69,,Lidl,2026-09-24,,,,,,,
,68134.0,197 - София/бул. Васил Левски 152,"Филета от херинга, ок. 600g",7209889.0,30.0,4.59,,Lidl,2026-09-24,,,,,,,
,68134.0,197 - София/бул. Васил Левски 152,"Сушено филе,наряз.Clean label 3+2",7207467.0,28.0,8.43,,Lidl,2026-09-24,,,,,,,
,68134.0,197 - София/бул. Васил Левски 152,Hosso Високо олеиново масло 80%,7209429.0,42.0,2.79,,Lidl,2026-09-24,,,,,,,
,68134.0,197 - София/бул. Васил Левски 152,Klas oil Слънчогледово олио,7203106.0,42.0,1.22,,Lidl,2026-09-24,,,,,,,
,68134.0,197 - София/бул. Васил Левски 152,"Gliss Шампоан, различни видове",1011028.0,82.0,3.83,,Lidl,2026-09-24,,,,,,,
,68134.0,197 - София/бул. Васил Левски 152,Jeleznitsa Бяло саламурено сирене,1535.0,9.0,6.08,,Lidl,2026-09-24,,,,,,,
,68134.0,197 - София/бул. Васил Левски 152,Деликатесен салам XXL,5531336.0,28.0,7.66,,Lidl,2026-09-24,,,,,,,
,68134.0,197 - София/бул. Васил Левски 152,Извара,7207282.0,14.0,1.94,,Lidl,2026-09-24,,,,,,,
,68134.0,197 - София/бул. Васил Левски 152,Жълт фасул ОНТ 350 г,7208121.0,46.0,1.38,,Lidl,2026-09-24,,,,,,,
,68134.0,197 - София/бул. Васил Левски 152,Rothmans Цигари Gold 100mm,7203964.0,78.0,3.63,,Lidl,2026-09-24,,,,,,,
,68134.0,197 - София/бул. Васил Левски 152,"Грах фин, консерва 425мл (OHT 280g)",29408.0,47.0,0.96,,Lidl,2026-09-24,,,,,,,
,68134.0,197 - София/бул. Васил Левски 152,Кроасан с квас,6010305.0,67.0,0.59,,Lidl,2026-09-24,,,,,,,
,68134.0,197 - София/бул. Васил Левски 152,Aptamil Адаптирано мляко 3 (1год.),3042.0,65.0,17.2,,Lidl,2026-09-24,,,,,,,
,68134.0,197 - София/бул. Васил Левски 152,"Краве сирене, 600g",7202706.0,9.0,5.11,,Lidl,2026-09-24,,,,,,,
,68134.0,197 - София/бул. Васил Левски 152,Чешки колбас 300 г ,2202.0,28.0,3.06,,Lidl,2026-09-24,,,,,,,
,68134.0,197 - София/бул. Васил Левски 152,Borges Extra Virgin Маслин. масло,7208473.0,43.0,9.71,,Lidl,2026-09-24,,,,,,,
,68134.0,197 - София/бул. Васил Левски 152,"Four Friends Мерло&Каб.совиньон, BG",7204641.0,76.0,6.13,,Lidl,2026-09-24,,,,,,,
,68134.0,197 - София/бул. Васил Левски 152,Печен боб в доматен сос,38980.0,46.0,0.71,,Lidl,2026-09-24,,,,,,,
,68134.0,197 - София/бул. Васил Левски 152,Stallion Chardonnay & Viognier,7209796.0,75.0,7.66,,Lidl,2026-09-24,,,,,,,
,68134.0,197 - София/бул. Васил Левски 152,Саяна кашкавал от краве мляко БДС,7204360.0,11.0,5.11,,Lidl,2026-09-24,,,,,,,
,68134.0,197 - София/бул. Васил Левски 152,"Шунка на парче, ок. 400-650 г",43157.0,27.0,10.22,,Lidl,2026-09-24,,,,,,,
,68134.0,197 - София/бул. Васил Левски 152,Шоколад с пълнеж SK6,5574016.0,69.0,1.02,,Lidl,2026-09-24,,,,,,,
,68134.0,197 - София/бул. Васил Левски 152,Costa d'Oro Extra Virgin Масл.масло,7205994.0,43.0,7.39,,Lidl,2026-09-24,,,,,,,
,68134.0,197 - София/бул. Васил Левски 152,Шунка Прага,1423.0,27.0,4.08,,Lidl,2026-09-24,,,,,,,
,68134.0,197 - София/бул. Васил Левски 152,Бекон плоча 300g,6406728.0,27.0,1.99,,Lidl,2026-09-24,,,,,,,
,68134.0,197 - София/бул. Васил Левски 152,Прясно пилешко филе XXL,7203837.0,16.0,6.64,,Lidl,2026-09-24,,,,,,,
,68134.0,197 - София/бул. Васил Левски 152,Мариновано сирене,170443.0,9.0,3.47,,Lidl,2026-09-24,,,,,,,
,68134.0,197 - София/бул. Васил Левски 152,Bingo Унив.мокри кърпи за почистван,7208170.0,84.0,2.55,,Lidl,2026-09-24,,,,,,,
,68134.0,197 - София/бул. Васил Левски 152,Сал.сирене от кр.мляко с пов.вод.съ,2469.0,9.0,3.57,,Lidl,2026-09-24,,,,,,,
